SN,TEST_NAME,sub_test_name,test_result,lower_limit,upper_limit,test_value,process,mapping_process,endtime,[station_id],[fixture_id]
FM79143007EM0XCE113,319.Y,319.Y,pass,0.085,0.265,0.14,ump-t3,CNC5-2,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM791360040M0XDEP13,A110.N,A110.N,pass,9.195,9.605,9.341,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM791360040M0XDEP13,A110.N,A110.N,pass,9.195,9.605,9.341,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79204009KM0XDC519,257.S,257.S,pass,0.615,1.025,0.86,ump-t1,CNC7,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921201M9L82LCJ22,453.L,453-09.L,pass,0.01,0.22,0.135,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921200DDL82JAD22,234.N,234-01.N,pass,0.175,0.255,0.195,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700LKM0XDEP13,A023.N,A023.N,pass,-0.005,0.205,0.136,ump-t3,sp-wld1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79212003NL82JA022,342.L,342.L,pass,0.065,0.185,0.146,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79144018MM0XCEP13,711.Z,711-04.Z,pass,-0.085,0.085,0,ump-t3,polish1,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700LKM0XDEP13,A140.N,A140-B2.N,pass,14.565,14.975,15.718,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921202DNL82LCU22,123.L,123-14.L,pass,0.01,0.22,0.076,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7920400X5M0XDCM19,580.N,580.N,pass,1.315,1.385,1.366,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921202C1L82LCJ22,123.L,123.L,pass,0.01,0.22,0.128,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79136001RM0XDE713,A331.N,A331.N,pass,4.915,5.225,5.023,ump-t3,mlb-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700XDM0XDEW13,A038.N,A038-LL.N,pass,-0.025,0.025,-0.003,ump-t3,Grinding,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79136001RM0XDE713,A273.N,A273-B2.N,pass,4.055,4.465,4.268,ump-t3,bd-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300K4L82LCV22,124.N,124-10.N,pass,0.115,0.325,0.166,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79136001RM0XDE713,A006.N,A006.N,pass,77.695,78.005,77.79,ump-t3,sp-wld1,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700F6M0XDEH13,129.Y,129-02.Y,pass,2.975,3.245,3.125,ump-t3,CNC5-2,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700CQM0XDE813,A124.N,A124-B3.N,pass,32.235,32.645,32.816,ump-t3,ua-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700CQM0XDE813,A035.N,A035-UR.N,pass,-0.025,0.025,0.01,ump-t3,Grinding,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM792120154L82LC322,486.L,486-B01.L,pass,1.365,1.485,1.422,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM791360040M0XDEP13,531.Z,531-15.Z,pass,-0.005,0.305,0.173,ump-t3,CNC5-1,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79207006JM0XDCC19,244.S,244-P1.S,pass,0.575,0.815,0.671,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79143007EM0XCE113,A118.N,A118.N,pass,19.365,19.715,19.578,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700C1M0XDEX13,A144.N,A144-LA04.N,pass,3.025,3.285,3.135,ump-t3,bd-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7919600C4L82JCS19,472.L,472.L,pass,0.145,0.265,0.23,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212003NL82JA022,450.L,450-05.L,pass,0.01,0.22,0.129,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79141013DM0XDEE13,531.Z,531-North.Z,pass,-2,1.9,0,ump-t3,CNC5-1,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700CQM0XDE813,A109.N,A109.N,pass,13.435,13.745,13.518,ump-t3,mlb-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300K4L82LCV22,450.L,450-13.L,pass,0.01,0.22,0.115,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700CQM0XDE813,A004.Y,A004.Y,pass,75.065,75.295,75.235,ump-t3,sp-wld1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100BGL82JAH22,123.L,123-12.L,pass,0.01,0.22,0.119,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921300K4L82LCV22,471.L,471-TS.L,pass,0.145,0.265,0.246,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921100BGL82JAH22,490.L,490.L,pass,1.395,1.555,1.449,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7917201EUL82JEZ16,488.L,488-B02.L,pass,1.365,1.485,1.444,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79144000VM0XCE613,A022.N,A022-22.N,pass,-0.005,0.155,0.091,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79137016LM0XDEV13,A115.N,A115.N,pass,12.055,12.465,12.32,ump-t3,ua-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700DQM0XDE513,A014.N,A014-Offset.N,pass,0.037,0.292,0.187,ump-t3,BGASSY,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7914101G6M0XDEG13,A147.N,A147-ML03.N,pass,3.975,4.235,4.113,ump-t3,mlb-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79213002LL82LCW22,147.L,147.L,pass,1.805,1.855,1.832,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921200C8L82LCD22,071.L,071.L,pass,0.815,0.975,0.897,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79137016LM0XDEV13,A144.N,A144-ML01.N,pass,2.895,3.155,3.051,ump-t3,mlb-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914100KLM0XDEU13,A005.Z,A005.Z,pass,-0.05,1.9,0,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79212012WL82LCL22,560.N,560.N,pass,1.315,1.385,1.341,ump-t1,CNC6,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79213007RL82LCA22,011.L,011-01.L,pass,0.895,1.105,1.012,ump-t1,Grinding,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79213007RL82LCA22,484.L,484.L,pass,1.365,1.485,1.431,ump-t1,CNC5-2,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79144018MM0XCEP13,A005.Z,A005-35.Z,pass,157.805,158.115,158.04,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100M6L82LCP22,491.L,491.L,pass,1.395,1.555,1.543,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM791430021M0XCEV13,A110.N,A110.N,pass,9.195,9.605,9.28,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM791430021M0XCEV13,A118.N,A118.N,pass,19.365,19.715,19.601,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79212003NL82JA022,237.N,237-06.N,pass,0.405,0.515,0.457,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79211007GL82JAV22,470.L,470.L,pass,0.145,0.265,0.209,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7919600B6L82JCT19,123.L,123-12.L,pass,0.01,0.22,0.101,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7920701C2L82KCH19,470.L,470.L,pass,0.145,0.265,0.208,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700LKM0XDEP13,531.Z,531-05.Z,pass,-0.005,0.305,0.155,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921201FFL82LCW22,483.L,483-S.L,pass,0.825,0.945,0.877,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79137016LM0XDEV13,A004.Y,A004.Y,pass,75.065,75.295,75.091,ump-t3,sp-wld1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7920400WGM0XDCD19,039.L,039-TD.L,pass,0.145,0.265,0.197,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79137016LM0XDEV13,A008.N,A008-East.N,pass,-3.5,3.5,0,ump-t3,CNC6,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79137005HM0XDE213,711.Z,711-10.Z,pass,-0.085,0.085,-0.011,ump-t3,polish1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79137016LM0XDEV13,A139.N,A139.N,pass,5.635,5.945,5.757,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM792070024L82JCD19,234.N,234-03.N,pass,0.175,0.255,0.223,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914101G6M0XDEG13,A022.N,A022-28.N,pass,-0.005,0.155,0.391,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700XDM0XDEW13,A147.N,A147-ML01.N,pass,3.975,4.235,4.105,ump-t3,mlb-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700F6M0XDEH13,A128.N,A128-B3.N,pass,31.275,31.685,37.089,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79136001RM0XDE713,A022.N,A022-02.N,pass,-0.005,0.155,0.095,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700XDM0XDEW13,A006.N,A006.N,pass,77.695,78.005,77.813,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100RKL82LCY22,638.S,638.S,pass,0.235,0.545,0.434,ump-t1,CNC7,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700XDM0XDEW13,A008.N,A008-North.N,fail,-1.5,1.9,8,ump-t3,CNC6,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM791430021M0XCEV13,A022.N,A022-11.N,pass,-0.005,0.155,0.215,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921202DNL82LCU22,485.L,485-B03.L,pass,1.365,1.485,1.417,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914400B5M0XCEX13,A035.N,A035-UR.N,pass,-0.025,0.025,0.009,ump-t3,Grinding,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79211007GL82JAV22,234.N,234-05.N,pass,0.175,0.255,0.234,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79144018MM0XCEP13,A006.N,A006.N,pass,77.695,78.005,77.964,ump-t3,sp-wld1,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79136001RM0XDE713,A036.N,A036-UR.N,pass,-0.025,0.025,0,ump-t3,Grinding,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700F6M0XDEH13,A139.N,A139-B2.N,pass,5.635,5.945,6.84,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79141013DM0XDEE13,A110.N,A110.N,pass,9.195,9.605,9.348,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79141013DM0XDEE13,A001.N,A001-25.N,pass,4.615,4.855,4.731,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921200D1L82LCH22,471.L,471.L,pass,0.145,0.265,0.245,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7920400VQM0XDC819,641.S,641.S,pass,0.235,0.545,0.406,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79136001RM0XDE713,A224.Y,A224-M02.Y,pass,0.455,0.615,0.509,ump-t3,trim-sp-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79136001RM0XDE713,A006.N,A006-09.N,pass,77.695,78.005,77.821,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700CQM0XDE813,A139.N,A139.N,pass,5.635,5.945,5.763,ump-t3,la-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79141013DM0XDEE13,A224.Y,A224-O03.Y,pass,0.455,0.615,0.529,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914300K7M0XCE613,531.Z,531-South.Z,pass,-2,1.9,0,ump-t3,CNC5-1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700LKM0XDEP13,A139.N,A139-B2.N,pass,5.635,5.945,6.773,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914100KLM0XDEU13,A110.N,A110.N,pass,9.195,9.605,9.376,ump-t3,la-nut-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914400B5M0XCEX13,A224.Y,A224-O02.Y,pass,0.455,0.615,0.53,ump-t3,trim-sp-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921201C3L82LCH22,010.L,010-01.L,pass,0.895,1.105,1.038,ump-t1,Grinding,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7914100KLM0XDEU13,A224.Y,A224-M02.Y,pass,0.455,0.615,0.491,ump-t3,trim-sp-wld,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921202DNL82LCU22,580.N,580.N,pass,1.315,1.385,1.353,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921201C3L82LCH22,483.L,483-S.L,pass,0.825,0.945,0.901,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79212003NL82JA022,237.N,237-01.N,pass,0.405,0.515,0.417,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921202DNL82LCU22,560.N,560-04.N,pass,1.315,1.385,1.344,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212003NL82JA022,124.N,124-11.N,pass,0.115,0.325,0.211,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700LKM0XDEP13,A036.N,A036-UR.N,pass,-0.025,0.025,0,ump-t3,Grinding,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921300R9L82LC622,003.L,003-01.L,pass,0.895,1.105,1.045,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7920701C2L82KCH19,051.L,051.L,pass,0,1.5,0,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79137016LM0XDEV13,A002.N,A002.N,pass,155.175,155.385,155.198,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700DQM0XDE513,A002.N,A002-36.N,pass,155.175,155.385,155.272,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921200QKL82LC022,336.L,336.L,pass,13.095,13.205,13.145,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79137016LM0XDEV13,A022.N,A022-33.N,pass,-0.005,0.155,0.066,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921300N9L82LCF22,108.L,108.L,pass,1.805,1.855,1.825,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79137005HM0XDE213,A144.N,A144-LA03.N,pass,2.235,2.495,2.37,ump-t3,CNC7,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921200DDL82JAD22,336.L,336.L,pass,13.095,13.205,13.157,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700LKM0XDEP13,A225.N,A225-B2.N,pass,1.115,1.525,1.373,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7921201M9L82LCJ22,234.N,234.N,pass,0.175,0.255,0.226,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921201M9L82LCJ22,473.L,473-TU.L,pass,0.145,0.265,0.213,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792060108M0XDC619,274.S,274-02.S,pass,0.205,0.515,0.373,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921201M9L82LCJ22,453.L,453-09.L,pass,0.01,0.22,0.159,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79212003NL82JA022,487.L,487-B01.L,pass,1.365,1.485,1.433,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700LKM0XDEP13,531.Z,531-South.Z,pass,-2,1.9,0,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700XDM0XDEW13,A035.N,A035-UR.N,pass,-0.025,0.025,0.003,ump-t3,Grinding,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100BGL82JAH22,051.L,051.L,pass,0,1.5,0,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7914401WJM0XCEU13,A224.Y,A224-M04.Y,pass,0.455,0.615,0.512,ump-t3,trim-sp-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100BGL82JAH22,560.N,560-04.N,pass,1.315,1.385,1.353,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700CQM0XDE813,531.Z,531-15.Z,pass,-0.005,0.305,0.162,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7913700XDM0XDEW13,A139.N,A139.N,pass,5.635,5.945,5.801,ump-t3,la-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79136001RM0XDE713,A022.N,A022-09.N,pass,-0.005,0.155,0.223,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79136001RM0XDE713,A038.N,A038-LL.N,pass,-0.025,0.025,-0.004,ump-t3,Grinding,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700LKM0XDEP13,A001.N,A001-25.N,pass,4.615,4.855,4.738,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7914100KLM0XDEU13,531.Z,531-23.Z,pass,-0.005,0.305,0.187,ump-t3,CNC5-1,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7920400X5M0XDCM19,327.L,327.L,pass,2.095,2.205,2.17,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921300MDL82LCE22,639.S,639.S,pass,0.185,0.495,0.356,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7913700XDM0XDEW13,A124.N,A124-B1.N,pass,32.235,32.645,32.482,ump-t3,ua-nut-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100BGL82JAH22,580.N,580.N,pass,1.315,1.385,1.356,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7920701BDL82KC919,007.N,007-01.N,pass,0.895,1.105,1.015,ump-t1,Grinding,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921100BGL82JAH22,124.N,124-10.N,pass,0.115,0.325,0.246,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79141013DM0XDEE13,A326.Y,A326-M.Y,pass,0,0.065,0.014,ump-t3,trim-sp-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79207004NL82JCP19,093.L,093.L,pass,1.365,1.485,1.434,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700XDM0XDEW13,531.Z,531-23.Z,pass,-0.005,0.305,0.191,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7913700XDM0XDEW13,531.Z,531-23.Z,pass,-0.005,0.305,0.191,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79144000VM0XCE613,A002.N,A002-35.N,pass,155.175,155.385,155.305,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM7920400X2M0XDCQ19,123.L,123-14.L,pass,0.01,0.22,0.07,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM7921100H7L82LC022,569.N,569.N,pass,0,0.155,0.05,ump-t1,CNC6,2019.05.23,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7913700DQM0XDE513,A122.N,A122.N,pass,7.145,7.455,7.32,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79213002LL82LCW22,147.L,147.L,pass,1.805,1.855,1.832,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM7921201HRL82LCE22,010.L,010-01.L,pass,0.895,1.105,1.044,ump-t1,Grinding,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM79137005HM0XDE213,A124.N,A124.N,pass,32.235,32.645,32.444,ump-t3,ua-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7920300CEM0XDC219,638.S,638-07.S,pass,0.235,0.545,0.388,ump-t1,CNC7,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79141013DM0XDEE13,531.Z,531-23.Z,pass,-0.005,0.305,0.152,ump-t3,CNC5-1,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM7921100Q3L82LCH22,450.L,450.L,pass,0.01,0.22,0.092,ump-t1,CNC5-2,2019.05.24,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathLEFT
FM792120020L82JAR22,071.L,071.L,pass,0.815,0.975,0.914,ump-t1,CNC5-2,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
FM79136001RM0XDE713,A038.N,A038-LL.N,pass,-0.025,0.025,-0.004,ump-t3,Grinding,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79141013DM0XDEE13,A014.N,A014-Offset.N,pass,0.037,0.292,0.187,ump-t3,BGASSY,2019.05.23,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM79136001RM0XDE713,A224.Y,A224-O02.Y,pass,0.455,0.615,0.506,ump-t3,trim-sp-wld,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79136001RM0XDE713,A109.N,A109.N,pass,13.435,13.745,13.544,ump-t3,mlb-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79136001RM0XDE713,A022.N,A022-17.N,pass,-0.005,0.155,0.024,ump-t3,sp-wld1,2019.05.25,JACD_E04-2F-OQC01_1_OQC,NestPathLEFT
FM79136001RM0XDE713,A139.N,A139.N,pass,5.635,5.945,5.736,ump-t3,la-nut-wld,2019.05.24,JACD_E04-2F-OQC01_1_OQC,NestPathRIGHT
FM792070157L82KCZ19,569.N,569.N,pass,0,0.155,0.053,ump-t1,CNC6,2019.05.25,JACD_E04-1F-OQC01_1_HSG-TEST1,NestPathRIGHT
